budget,graph_id,arm,stratum,source_family,fold,AE2,ProfileAE,signed_rho2,prediction,in_unit_interval,monotone
0.05,dar_a08_r2,R,synthetic,dar_a08_r2,synthetic,0.008978600396252867,0.01063324694677402,0.008978600396252867,"[0.7873986389318983, 0.5932200821317929, 0.4398615736075361, 0.30073711037014894]",True,True
0.05,dar_a08_r2,R,synthetic,dar_a08_r2,synthetic,0.04552951394342353,0.07255217510340795,-0.04552951394342353,"[0.7328905245922219, 0.5075976984777938, 0.384617302526127, 0.23047896602619203]",True,True
0.05,dar_a08_r2,R,synthetic,dar_a08_r2,synthetic,0.062299942516182094,0.07830232280169518,-0.062299942516182094,"[0.7161200960194634, 0.5344474600686988, 0.3567447088627221, 0.22527163587830162]",True,True
0.05,dar_a0_r1,R,synthetic,dar_a0_r1,synthetic,0.051229707928182266,0.01729541050124111,-0.051229707928182266,"[0.3352220975030323, 0.09600883259799199, 0.015746000291547428, 0.0007957284626829113]",True,True
0.05,dar_a0_r1,R,synthetic,dar_a0_r1,synthetic,0.021333356340898113,0.01944202021728531,0.021333356340898113,"[0.40778516177211266, 0.11404329029768664, 0.035986006047533596, 0.0010040554584630486]",True,True
0.05,dar_a0_r1,R,synthetic,dar_a0_r1,synthetic,0.016048763820919465,0.006550157265027819,-0.016048763820919465,"[0.3704030416102951, 0.0824723953115386, 0.020869909155263464, 0.0004323579606713699]",True,True
0.05,dar_a0_r2,R,synthetic,dar_a0_r2,synthetic,0.05779649861822783,0.022323738468429746,0.05779649861822783,"[0.45386900617109793, 0.11592354716106902, 0.009654839584327054, 0.0007584485850935966]",True,True
0.05,dar_a0_r2,R,synthetic,dar_a0_r2,synthetic,0.05000020133787281,0.02618235153328842,0.05000020133787281,"[0.4460727088907429, 0.13261754567312425, 0.01911526132840081, 0.0008815941683781616]",True,True
0.05,dar_a0_r2,R,synthetic,dar_a0_r2,synthetic,0.022649297293561632,0.00991786949794774,-0.022649297293561632,"[0.37342321025930847, 0.07440112388433019, 0.015940703408620697, 0.0005581298748451685]",True,True
0.05,nr_digg_reply,R,real,nr_digg_reply,nr_digg_reply,0.011961446342660135,0.0038867327519521,0.011961446342660135,"[0.015026445461913262, 0.0030811918443812815, 0.0006342785092573483, -1.0933811245412698e-05]",False,True
0.05,nr_digg_reply,R,real,nr_digg_reply,nr_digg_reply,0.009110767545303315,0.0028020276871917604,0.009110767545303315,"[0.012175766664556442, 0.0018759835837740483, 0.0003424218281964704, -1.9857291228982712e-05]",False,True
0.05,nr_digg_reply,R,real,nr_digg_reply,nr_digg_reply,0.011329557940260537,0.0035650574950187603,0.011329557940260537,"[0.014394557059513664, 0.002476413598850949, 0.0005831073690683228, -1.2070571631007004e-05]",False,True
0.05,nr_digg_reply__pwt,R,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.011710938816993928,0.0037433188622930168,0.011710938816993928,"[0.019860783218379637, 0.003342763878534928, 0.0007208065448600041, -2.0796623908568508e-05]",False,True
0.05,nr_digg_reply__pwt,R,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.01200094096714114,0.004060053617101773,0.01200094096714114,"[0.02015078536852685, 0.0043454221283369095, 0.0007019408946150378, -1.394089343936833e-05]",False,True
0.05,nr_digg_reply__pwt,R,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.01027042127435224,0.0032817761936044035,0.01027042127435224,"[0.01842026567573795, 0.0029938444553112963, 0.0006707519706024608, -1.4117489276975386e-05]",False,True
0.05,snap_collegemsg,R,real,snap_collegemsg,snap_collegemsg,0.07396935748211429,0.042057122090789545,0.07396935748211429,"[0.17701893111992323, 0.06905610732843458, 0.02949895211945227, 0.012324970406997187]",True,True
0.05,snap_collegemsg,R,real,snap_collegemsg,snap_collegemsg,0.05590322701513921,0.042196064138705976,0.05590322701513921,"[0.15895280065294815, 0.0692452725601612, 0.03901029501013704, 0.021246360943226617]",True,True
0.05,snap_collegemsg,R,real,snap_collegemsg,snap_collegemsg,0.0864979155525276,0.04189904501311124,0.0864979155525276,"[0.18954748919033654, 0.06181313836117833, 0.026966370903945436, 0.008939654208633718]",True,True
0.05,snap_collegemsg__pwt,R,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.017132265498422283,0.02385561662555205,0.017132265498422283,"[0.5269602753264321, 0.26508172024695587, 0.09587980612337194, 0.03334254947086238]",True,True
0.05,snap_collegemsg__pwt,R,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.020042080486886937,0.01904344471357521,0.020042080486886937,"[0.5298700903148967, 0.2434494550705562, 0.09918799955743969, 0.029508118576822263]",True,True
0.05,snap_collegemsg__pwt,R,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.04542039765412642,0.023211008745339094,0.04542039765412642,"[0.5552484074821362, 0.23919695823763254, 0.09204017492343941, 0.03220037900356228]",True,True
0.05,snap_email_eu,R,real,snap_email_eu,snap_email_eu,0.02911918448233569,0.014365504740390358,-0.02911918448233569,"[0.4766079071511305, 0.2793284060779568, 0.15284124633420262, 0.0415010327081182]",True,True
0.05,snap_email_eu,R,real,snap_email_eu,snap_email_eu,0.01120913184474892,0.006478594331607938,0.01120913184474892,"[0.5169362234782151, 0.29321993645201466, 0.15604404273354844, 0.04495777048397899]",True,True
0.05,snap_email_eu,R,real,snap_email_eu,snap_email_eu,0.01349384052139807,0.01539763188115318,-0.01349384052139807,"[0.4922332511120681, 0.2711807020889432, 0.16507765069468128, 0.05391338381580323]",True,True
0.05,snap_email_eu__pwt,R,surrogate,snap_email_eu__pwt,snap_email_eu,0.03129437382757927,0.029333146018352272,-0.03129437382757927,"[0.6558943711923411, 0.4334569842407545, 0.29951885161699354, 0.08619532100397631]",True,True
0.05,snap_email_eu__pwt,R,surrogate,snap_email_eu__pwt,snap_email_eu,0.03473558659014164,0.03640600219826196,-0.03473558659014164,"[0.6524531584297787, 0.43566055512676505, 0.28719735347129505, 0.0551978923066034]",True,True
0.05,snap_email_eu__pwt,R,surrogate,snap_email_eu__pwt,snap_email_eu,0.05590945811589598,0.043321152881765426,-0.05590945811589598,"[0.6312792869040244, 0.42455882382813376, 0.28389878833838694, 0.06311145752988326]",True,True
0.05,snap_mathoverflow,R,real,snap_mathoverflow,snap_mathoverflow,0.001461494736064009,0.001161230958131956,-0.001461494736064009,"[0.08292244874908913, 0.021117815302208468, 0.006047008187018244, 0.0005966742540291609]",True,True
0.05,snap_mathoverflow,R,real,snap_mathoverflow,snap_mathoverflow,0.004938062182088698,0.0014960066660285637,0.004938062182088698,"[0.08932200566724184, 0.01853384087968156, 0.004962131551998116, 0.0011572167749714958]",True,True
0.05,snap_mathoverflow,R,real,snap_mathoverflow,snap_mathoverflow,0.0022687666121203737,0.0011537971119451444,0.0022687666121203737,"[0.08665271009727352, 0.018371411596153044, 0.00607101269717919, 0.001869273470476088]",True,True
0.05,snap_mathoverflow__pwt,R,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.007987190807036804,0.002894808359542482,0.007987190807036804,"[0.35877395152326036, 0.14014652235710873, 0.057799874382178554, 0.023167163451664138]",True,True
0.05,snap_mathoverflow__pwt,R,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.001652323658624888,0.0011575770320928058,0.001652323658624888,"[0.35243908437484844, 0.1368053195770819, 0.05660814741147885, 0.02113006610151122]",True,True
0.05,snap_mathoverflow__pwt,R,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.0009089799943862165,0.002230835788914561,0.0009089799943862165,"[0.35169574071060977, 0.14091724305767475, 0.06066727655923744, 0.02395136110417813]",True,True
0.05,sp_highschool2013,R,real,sp_highschool2013,sp_highschool2013,0.009797471035283112,0.010536274883438683,-0.009797471035283112,"[0.4757645777787423, 0.25757509431643394, 0.14567267386315516, 0.04636528277736613]",True,True
0.05,sp_highschool2013,R,real,sp_highschool2013,sp_highschool2013,0.05660320768963656,0.03652976912042977,-0.05660320768963656,"[0.42895884112438887, 0.20296579335834675, 0.10302871947919337, 0.051550464021803966]",True,True
0.05,sp_highschool2013,R,real,sp_highschool2013,sp_highschool2013,0.0666127477215423,0.03902866256988155,-0.0666127477215423,"[0.41894930109248313, 0.2044439147424748, 0.1057170417050964, 0.05607399685361285]",True,True
0.05,sp_highschool2013__pwt,R,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.060934879140966736,0.07094924330115102,-0.060934879140966736,"[0.6023514735575551, 0.4164382049593679, 0.32920869074980685, 0.25063848358573043]",True,True
0.05,sp_highschool2013__pwt,R,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.026930359052132924,0.024461278936326478,-0.026930359052132924,"[0.636355993646389, 0.4753632117734647, 0.3782530787080577, 0.29461642618384715]",True,True
0.05,sp_highschool2013__pwt,R,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.10006462953098616,0.08624261369735896,-0.10006462953098616,"[0.5632217231675357, 0.39545570933722907, 0.3227538148983288, 0.256032123864535]",True,True
0.05,sp_hospital,R,real,sp_hospital,sp_hospital,0.04629669814055126,0.04083763071974823,0.04629669814055126,"[0.4914240027937558, 0.19106409675014985, 0.10128823759259484, 0.04858208741062238]",True,True
0.05,sp_hospital,R,real,sp_hospital,sp_hospital,0.03399856528704415,0.028137968949417485,0.03399856528704415,"[0.4791258699402487, 0.1123660795409589, 0.024802364559111223, 0.008158842404229455]",True,True
0.05,sp_hospital,R,real,sp_hospital,sp_hospital,0.03589906178636654,0.03713548402155485,0.03589906178636654,"[0.4810263664395711, 0.2232767442339384, 0.09031217915504916, 0.0051602720917685654]",True,True
0.05,sp_hospital__pwt,R,surrogate,sp_hospital__pwt,sp_hospital,0.03850617028730052,0.12869186733220378,-0.03850617028730052,"[0.7964367621095388, 0.5329449774120576, 0.38164479214969044, 0.2720110911860262]",True,True
0.05,sp_hospital__pwt,R,surrogate,sp_hospital__pwt,sp_hospital,0.017632329709413197,0.05428992072527784,-0.017632329709413197,"[0.8173106026874262, 0.6747914653390928, 0.4724401764711949, 0.3161031647873029]",True,True
0.05,sp_hospital__pwt,R,surrogate,sp_hospital__pwt,sp_hospital,0.012967462149715336,0.03166049273194334,-0.012967462149715336,"[0.821975470247124, 0.662324463252903, 0.5339309906822441, 0.3529321970760837]",True,True
0.05,sp_workplace,R,real,sp_workplace,sp_workplace,0.023727114785205172,0.011366325091487791,-0.023727114785205172,"[0.26639923055873493, 0.12752763652997284, 0.0589184723418599, 0.0004769152676404415]",True,True
0.05,sp_workplace,R,real,sp_workplace,sp_workplace,0.013525217320298988,0.014740090566310737,0.013525217320298988,"[0.3036515626642391, 0.14638465485915086, 0.06232590805453986, 0.001909420589980426]",True,True
0.05,sp_workplace,R,real,sp_workplace,sp_workplace,0.032497938427350104,0.01442812416501011,0.032497938427350104,"[0.3226242837712902, 0.13852050732203824, 0.04460452947555385, 0.004298112440487655]",True,True
0.05,sp_workplace__pwt,R,surrogate,sp_workplace__pwt,sp_workplace,0.0325409617205068,0.019238582057728923,-0.0325409617205068,"[0.5996537036983046, 0.4491010453736723, 0.2864021031137413, -0.006889903894839175]",False,True
0.05,sp_workplace__pwt,R,surrogate,sp_workplace__pwt,sp_workplace,0.00998924032945192,0.015588766465583872,0.00998924032945192,"[0.6421839057482633, 0.42414049764535844, 0.3029054507464284, -0.009875040185784079]",False,True
0.05,sp_workplace__pwt,R,surrogate,sp_workplace__pwt,sp_workplace,0.007295948309711364,0.011703463746552494,0.007295948309711364,"[0.6394906137285228, 0.4341547844259734, 0.30441986488511497, -0.008555822248700646]",False,True
0.05,ad_memory_r1,S1,synthetic,ad_memory_r1,synthetic,0.028678818677021045,0.023264385149322556,-0.028678818677021045,"[0.7676708451078013, 0.5163791689256536, 0.27235125658257014, 0.10990718302299604]",True,True
0.05,ad_memory_r1,S1,synthetic,ad_memory_r1,synthetic,0.002812975670399398,0.009401022720290374,0.002812975670399398,"[0.7991626394552217, 0.5138176601172759, 0.3036235755639397, 0.1234674283904191]",True,True
0.05,ad_memory_r1,S1,synthetic,ad_memory_r1,synthetic,0.0009945537311909503,0.009632235144491571,0.0009945537311909503,"[0.7973442175160133, 0.5592746254492507, 0.3062884832543885, 0.10132363059845845]",True,True
0.05,ad_memory_r2,S1,synthetic,ad_memory_r2,synthetic,0.00736645670304148,0.009748596001823207,0.00736645670304148,"[0.7899108354012664, 0.5603204238727485, 0.29045158539862537, 0.1227058343922584]",True,True
0.05,ad_memory_r2,S1,synthetic,ad_memory_r2,synthetic,0.06258057458756816,0.055823297741809066,-0.06258057458756816,"[0.7199638041106567, 0.5353307253554912, 0.37555647895906075, 0.17946122175045753]",True,True
0.05,ad_memory_r2,S1,synthetic,ad_memory_r2,synthetic,0.015278047869773714,0.029690627061229186,0.015278047869773714,"[0.7978224265679986, 0.5715449892994001, 0.22915279767296695, 0.09788209022564912]",True,True
0.05,ad_memoryless_r1,S1,synthetic,ad_memoryless_r1,synthetic,0.008314540079352735,0.002162556180154945,0.008314540079352735,"[0.0632048552436405, 0.0018689137080344295, -9.338791309234433e-05, -3.7288766727762427e-06]",False,False
0.05,ad_memoryless_r1,S1,synthetic,ad_memoryless_r1,synthetic,0.006603876065554896,0.002562608694721083,0.006603876065554896,"[0.06149419122984266, -0.001335226520365147, -0.00019382389530743472, -1.0026738120499133e-05]",False,False
0.05,ad_memoryless_r1,S1,synthetic,ad_memoryless_r1,synthetic,0.013496061161159846,0.0035866367346072963,-0.013496061161159846,"[0.04139425400312792, 0.002724952674685371, -0.00022883426682177482, -4.1803952985465695e-06]",False,False
0.05,ad_memoryless_r2,S1,synthetic,ad_memoryless_r2,synthetic,0.027647472561892115,0.009040625585717754,0.027647472561892115,"[0.089267898778217, 0.01318961756027451, -0.0005968405009031838, -5.627578091901503e-05]",False,False
0.05,ad_memoryless_r2,S1,synthetic,ad_memoryless_r2,synthetic,0.05375440210780196,0.01806888313462273,0.05375440210780196,"[0.11537482832412685, 0.02167124640717103, 0.0029369345986337845, -4.4835231076330576e-05]",False,True
0.05,ad_memoryless_r2,S1,synthetic,ad_memoryless_r2,synthetic,0.05258899540788144,0.015015881581402947,0.05258899540788144,"[0.11420942162420633, 0.01208027750151263, -0.0007194890266809579, -2.468450654571191e-06]",False,False
0.05,copenhagen_bluetooth,S1,real,copenhagen_bluetooth,copenhagen_bluetooth,0.014354839332209934,0.00673750008918771,0.014354839332209934,"[0.4612805277516743, 0.229906828954247, 0.10721521902966401, 0.04473820468979822]",True,True
0.05,copenhagen_bluetooth,S1,real,copenhagen_bluetooth,copenhagen_bluetooth,0.02818461332205141,0.010104060694410026,0.02818461332205141,"[0.47511030174151575, 0.2229770265016016, 0.10066262855902366, 0.03828596225034898]",True,True
0.05,copenhagen_bluetooth,S1,real,copenhagen_bluetooth,copenhagen_bluetooth,0.015870417141812698,0.006194953110078753,0.015870417141812698,"[0.46279610556127704, 0.22615441459202204, 0.10430391631562012, 0.04114429674125935]",True,True
0.05,copenhagen_bluetooth__pwt,S1,surrogate,copenhagen_bluetooth__pwt,copenhagen_bluetooth,0.006588633445550829,0.01530908400730037,0.006588633445550829,"[0.7213503585807199, 0.5647249830605704, 0.4456849958590974, 0.3333705845598025]",True,True
0.05,copenhagen_bluetooth__pwt,S1,surrogate,copenhagen_bluetooth__pwt,copenhagen_bluetooth,0.01842916750699719,0.015305048110879904,0.01842916750699719,"[0.7331908926421663, 0.5768341362398806, 0.4500392205364649, 0.3382852940109521]",True,True
0.05,copenhagen_bluetooth__pwt,S1,surrogate,copenhagen_bluetooth__pwt,copenhagen_bluetooth,0.013997068623158193,0.023272128041779847,0.013997068623158193,"[0.7287587937583273, 0.5628273428162307, 0.4357030507317718, 0.32080642897115724]",True,True
0.05,dar_a08_r1,S1,synthetic,dar_a08_r1,synthetic,0.015916668804871748,0.01294866300324711,-0.015916668804871748,"[0.7685553808845692, 0.6121294865249833, 0.42718481491536014, 0.3071226879789533]",True,True
0.05,dar_a08_r1,S1,synthetic,dar_a08_r1,synthetic,0.04886830886991744,0.03030833009415182,-0.04886830886991744,"[0.7356037408195235, 0.5801226339568625, 0.37525489607556445, 0.28281646467206334]",True,True
0.05,dar_a08_r1,S1,synthetic,dar_a08_r1,synthetic,0.017167100997704132,0.019234363224500728,0.017167100997704132,"[0.8016391506871451, 0.5991608354445522, 0.46684736312193875, 0.3043211595449879]",True,True
0.05,dar_a08_r2,S1,synthetic,dar_a08_r2,synthetic,0.016500794815043518,0.04311970507519754,-0.016500794815043518,"[0.7619192437206019, 0.5462562651055404, 0.3771138805134691, 0.288024982395565]",True,True
0.05,dar_a08_r2,S1,synthetic,dar_a08_r2,synthetic,0.018926980293787476,0.05576009928176491,0.018926980293787476,"[0.7973470188294329, 0.6725763233301999, 0.49480138828326536, 0.40410885872012803]",True,True
0.05,dar_a08_r2,S1,synthetic,dar_a08_r2,synthetic,0.009535655319755199,0.014830958170549885,-0.009535655319755199,"[0.7688843832158903, 0.5945033673212402, 0.42429263262509176, 0.2987889761915448]",True,True
0.05,dar_a0_r1,S1,synthetic,dar_a0_r1,synthetic,0.03070797924395524,0.00942578478383611,0.03070797924395524,"[0.4171597846751698, 0.08889384886645486, 0.011049522828146127, -0.0004728272878760425]",False,True
0.05,dar_a0_r1,S1,synthetic,dar_a0_r1,synthetic,0.09648768660027979,0.02794967395086684,-0.09648768660027979,"[0.28996411883093476, 0.0805807206914191, 0.02334733401849327, -0.0006255656761730844]",False,True
0.05,dar_a0_r1,S1,synthetic,dar_a0_r1,synthetic,0.001956014310866949,0.00793208978307404,0.001956014310866949,"[0.3884078197420815, 0.10604858189983327, 0.009535118698722837, 0.00517771182025909]",True,True
0.05,dar_a0_r2,S1,synthetic,dar_a0_r2,synthetic,0.027185892755190955,0.013386921619082342,-0.027185892755190955,"[0.36888661479767915, 0.10213324660618893, 0.016816386916184346, 0.005297356573387488]",True,True
0.05,dar_a0_r2,S1,synthetic,dar_a0_r2,synthetic,0.010509164051634323,0.0051788124067863,0.010509164051634323,"[0.4065816716045044, 0.09437623336131944, 0.012367745388859826, -0.0007430735927032083]",False,True
0.05,dar_a0_r2,S1,synthetic,dar_a0_r2,synthetic,0.0400052648788643,0.019075093046806768,-0.0400052648788643,"[0.3560672426740058, 0.05511399170913197, 0.006531235258619126, -5.513790149150738e-05]",False,True
0.05,nr_digg_reply,S1,real,nr_digg_reply,nr_digg_reply,0.011109878646855517,0.0037246985298033694,0.011109878646855517,"[0.014174877766108644, 0.002081758606797248, 0.0011493021384703, 0.0006987742268261898]",True,True
0.05,nr_digg_reply,S1,real,nr_digg_reply,nr_digg_reply,0.01085735940917255,0.0036575026701042013,0.01085735940917255,"[0.013922358528425677, 0.002377472133657672, 0.0008690055152417958, 0.0006670931220805629]",True,True
0.05,nr_digg_reply,S1,real,nr_digg_reply,nr_digg_reply,0.01001328221313412,0.003622912074522462,0.01001328221313412,"[0.013078281332387247, 0.0025933694025921964, 0.0012872339116560706, 0.0007386822704432387]",True,True
0.05,nr_digg_reply__pwt,S1,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.013258871545350649,0.004609757702762535,0.013258871545350649,"[0.021408715946736358, 0.004450785065151438, 0.001310894191248628, 0.00028748359100337845]",True,True
0.05,nr_digg_reply__pwt,S1,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.016873613157895737,0.005601121328172785,0.016873613157895737,"[0.025023457559281446, 0.004899342848669287, 0.0012246094979197408, 0.0002759233899103251]",True,True
0.05,nr_digg_reply__pwt,S1,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.014934379013042325,0.004988206605907586,0.014934379013042325,"[0.023084223414428034, 0.004709401381794373, 0.0009105085302639858, 0.0002675410802336091]",True,True
0.05,snap_collegemsg,S1,real,snap_collegemsg,snap_collegemsg,0.09944276409382062,0.06378534547942563,0.09944276409382062,"[0.20249233773162956, 0.08511059862185913, 0.053163015562400454, 0.03404590261346246]",True,True
0.05,snap_collegemsg,S1,real,snap_collegemsg,snap_collegemsg,0.12960390217962847,0.07769740855671052,0.12960390217962847,"[0.2326534758174374, 0.0935243700713328, 0.06264998509791288, 0.04163227585180811]",True,True
0.05,snap_collegemsg,S1,real,snap_collegemsg,snap_collegemsg,0.0848565488892055,0.04919370666385698,0.0848565488892055,"[0.18790612252701444, 0.07023333830006727, 0.0363637986452462, 0.0219420397947491]",True,True
0.05,snap_collegemsg__pwt,S1,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.04377024065422608,0.039884033415176635,0.04377024065422608,"[0.5535982504822359, 0.2798226868647268, 0.1164608299313111, 0.03549625104784686]",True,True
0.05,snap_collegemsg__pwt,S1,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.06552166379509261,0.05581887759780201,0.06552166379509261,"[0.5753496736231024, 0.31491485390803164, 0.11951300525269339, 0.03933986227279466]",True,True
0.05,snap_collegemsg__pwt,S1,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.041025573402621696,0.035152237661490886,0.041025573402621696,"[0.5508535832306315, 0.26581290513451006, 0.10537548747386453, 0.04440885947237151]",True,True
0.05,snap_email_eu,S1,real,snap_email_eu,snap_email_eu,0.02703119216661609,0.022062108436246345,0.02703119216661609,"[0.5327582838000823, 0.32432475253209286, 0.17632376461448918, 0.05540189176246455]",True,True
0.05,snap_email_eu,S1,real,snap_email_eu,snap_email_eu,0.061091711462502696,0.030074183048287725,0.061091711462502696,"[0.5668188030959689, 0.33648687097335, 0.17381213415827634, 0.04373918292969916]",True,True
0.05,snap_email_eu,S1,real,snap_email_eu,snap_email_eu,0.046233989578947754,0.028822737091177476,0.046233989578947754,"[0.5519610812124139, 0.3395635975356589, 0.17699506868824022, 0.04733145989254033]",True,True
0.05,snap_email_eu__pwt,S1,surrogate,snap_email_eu__pwt,snap_email_eu,0.011407800446389671,0.017962467422027846,0.011407800446389671,"[0.69859654546631, 0.5103828724574778, 0.3312176530088019, 0.10778576688301168]",True,True
0.05,snap_email_eu__pwt,S1,surrogate,snap_email_eu__pwt,snap_email_eu,0.04369810053191814,0.03187055057099789,0.04369810053191814,"[0.7308868455518385, 0.5316985483084977, 0.3457510773704751, 0.09527869918067029]",True,True
0.05,snap_email_eu__pwt,S1,surrogate,snap_email_eu__pwt,snap_email_eu,0.01765451014617514,0.022399534731925252,0.01765451014617514,"[0.7048432551660955, 0.5062571466401571, 0.3427713706169787, 0.11185933463195977]",True,True
0.05,snap_mathoverflow,S1,real,snap_mathoverflow,snap_mathoverflow,0.23811511446067768,0.10376848847183237,0.23811511446067768,"[0.32249905794583084, 0.13236765496751934, 0.053158222010554215, 0.01711572605863437]",True,True
0.05,snap_mathoverflow,S1,real,snap_mathoverflow,snap_mathoverflow,0.2303897809083983,0.10054432004587355,0.2303897809083983,"[0.31477372439355145, 0.1274690433339731, 0.05190919005608756, 0.018092029495091318]",True,True
0.05,snap_mathoverflow,S1,real,snap_mathoverflow,snap_mathoverflow,0.2420653606504447,0.10451462855033007,0.2420653606504447,"[0.32644930413559786, 0.1327954090057805, 0.05343341131276667, 0.015447096842384458]",True,True
0.05,snap_mathoverflow__pwt,S1,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.199374067458221,0.1519232641342533,0.199374067458221,"[0.5501608281744446, 0.3277388280499281, 0.19731449842993679, 0.10078718015874569]",True,True
0.05,snap_mathoverflow__pwt,S1,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.20341726578316616,0.15584050642867334,0.20341726578316616,"[0.5542040264993897, 0.3351443420155641, 0.19971614412581454, 0.10260579134996686]",True,True
0.05,snap_mathoverflow__pwt,S1,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.2003228661721,0.15378729419938586,0.2003228661721,"[0.5511096268883235, 0.33161905966239624, 0.19544742799236764, 0.10528134053049774]",True,True
0.05,sp_highschool2013,S1,real,sp_highschool2013,sp_highschool2013,0.030453860498292296,0.030477102449823126,-0.030453860498292296,"[0.45510818831573313, 0.2287204698605616, 0.08931397723651283, 0.03757184925335197]",True,True
0.05,sp_highschool2013,S1,real,sp_highschool2013,sp_highschool2013,0.013804086452007092,0.012258287750089667,0.013804086452007092,"[0.4993661352660325, 0.2818549775467063, 0.1433117821500686, 0.04634883299648107]",True,True
0.05,sp_highschool2013,S1,real,sp_highschool2013,sp_highschool2013,0.014829494811437527,0.02179675457122971,-0.014829494811437527,"[0.4707325540025879, 0.2574230926519476, 0.0880797269265156, 0.02920050259948207]",True,True
0.05,sp_highschool2013__pwt,S1,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.07172935891466936,0.04085967758893791,-0.07172935891466936,"[0.5915569937838525, 0.45073945982860397, 0.3778636758423188, 0.3048088776242085]",True,True
0.05,sp_highschool2013__pwt,S1,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.04209851733892145,0.030328786415295808,-0.04209851733892145,"[0.6211878353596004, 0.46526320609510385, 0.3879207700352231, 0.2867468689059538]",True,True
0.05,sp_highschool2013__pwt,S1,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.007346424796079831,0.03975717840647914,-0.007346424796079831,"[0.655939927902442, 0.49937618147245466, 0.35880470640622275, 0.20928429665002837]",True,True
0.05,sp_hospital,S1,real,sp_hospital,sp_hospital,0.09179942956249326,0.06760842197912222,0.09179942956249326,"[0.5369267342156978, 0.267572882856327, 0.09531769729044734, 0.03962427522214662]",True,True
0.05,sp_hospital,S1,real,sp_hospital,sp_hospital,0.08418091082956242,0.04233359070149438,0.08418091082956242,"[0.529308215482767, 0.2158471209757012, 0.07378204490845064, 0.019404883107188627]",True,True
0.05,sp_hospital,S1,real,sp_hospital,sp_hospital,0.011253370769088722,0.04880391441399557,0.011253370769088722,"[0.45638067542229327, 0.2791213101022607, 0.08669980948333203, 0.0420217643162262]",True,True
0.05,sp_hospital__pwt,S1,surrogate,sp_hospital__pwt,sp_hospital,0.02764380281912393,0.04727215195686202,-0.02764380281912393,"[0.8072991295777154, 0.6462288114566458, 0.5062720307686559, 0.34891651255566297]",True,True
0.05,sp_hospital__pwt,S1,surrogate,sp_hospital__pwt,sp_hospital,0.01014896116930164,0.019346314373099402,-0.01014896116930164,"[0.8247939712275377, 0.712125810255997, 0.5812219196493825, 0.4367507262070053]",True,True
0.05,sp_hospital__pwt,S1,surrogate,sp_hospital__pwt,sp_hospital,0.016879725535406176,0.04551385880625339,-0.016879725535406176,"[0.8180632068614332, 0.6584453071244305, 0.5086368795019411, 0.3306042634733098]",True,True
0.05,sp_workplace,S1,real,sp_workplace,sp_workplace,0.0714793986695027,0.04310473486799141,0.0714793986695027,"[0.3616057440134428, 0.19134678558348112, 0.06796658474183476, 0.006811009035874222]",True,True
0.05,sp_workplace,S1,real,sp_workplace,sp_workplace,0.007019341209910046,0.015129703188187101,0.007019341209910046,"[0.29714568655385015, 0.15106359385713908, 0.06097466660256667, 0.0066460496418598]",True,True
0.05,sp_workplace,S1,real,sp_workplace,sp_workplace,0.05156891688141463,0.04105993532490708,0.05156891688141463,"[0.34169526222535473, 0.19721716316895505, 0.07753381881403458, 0.003104680993951261]",True,True
0.05,sp_workplace__pwt,S1,surrogate,sp_workplace__pwt,sp_workplace,0.03430026717384871,0.015918152478090017,-0.03430026717384871,"[0.5978943982449627, 0.4324101021912155, 0.32828796876778665, 0.008318996517578949]",True,True
0.05,sp_workplace__pwt,S1,surrogate,sp_workplace__pwt,sp_workplace,0.03887125527964219,0.021268838162772117,-0.03887125527964219,"[0.5933234101391692, 0.4539977469510414, 0.2905828578220757, 0.007964687886841858]",True,True
0.05,sp_workplace__pwt,S1,surrogate,sp_workplace__pwt,sp_workplace,0.060259826000124805,0.024930977130498543,-0.060259826000124805,"[0.5719348394186866, 0.4657367664906624, 0.33804505699555626, 0.005218992774536994]",True,True
